,user_id,order_id,order_date,booking_date,order_status,device_id,dcity_code,acity_code,flight_time,flight_number,flight_date,flight_num_date,browsing_time,refund_rate,join_date,registered_time,count,certificate,flag
20,M2451903006,D00000065,2022/1/2 15:04,2022/1/2 0:00,S,ux87u-1o5p2-qcq2q-ygv3j-ikles,BJS,SYX,2022/1/1 14:35,CA1345,2022/1/1,CA1345_2022-01-01,116,0.0909,2022-01-02 10:49:00,15300,1,G700404601300,0
21,M2509261141,D00000044,2022/1/2 8:47,2022/1/2 0:00,S,ta9qp-688e9-xbtrh-kx2b2-zdp45,BJS,SYX,2022/1/1 14:35,CA1345,2022/1/1,CA1345_2022-01-01,73,0.0909,2022-01-02 04:12:00,16500,1,G519305117045,0
22,M112688952,D00000028,2022/1/1 16:39,2022/1/1 0:00,S,ucryc-pigx3-jfyvm-0aj0q-rwr6d,BJS,SYX,2022/1/1 14:35,CA1345,2022/1/1,CA1345_2022-01-01,89,0.0909,2022-01-01 11:16:00,19380,1,G941132132346,0
23,M343689102,D00000072,2022/1/2 16:54,2022/1/2 0:00,S,16p0s-ngcmo-geu51-31vd8-so0be,BJS,SYX,2022/1/1 14:35,CA1345,2022/1/1,CA1345_2022-01-01,101,0.0909,2022-01-02 10:47:00,22020,1,G413759049335,0
24,M405775034,D00000018,2022/1/1 11:07,2022/1/1 0:00,R,ufb4h-2bqyj-3zerf-ffp93-c6l6y,BJS,SYX,2022/1/1 14:35,CA1345,2022/1/1,CA1345_2022-01-01,119,0.0909,2022-01-01 10:31:00,2160,1,G81266386334,1
25,M2709084070,D00000090,2022/1/3 9:36,2022/1/3 0:00,S,3s3oi-0gkr4-ptyfq-pephx-n0kt7,BJS,SYX,2022/1/1 14:35,CA1345,2022/1/1,CA1345_2022-01-01,96,0.0909,2022-01-02 23:58:00,34680,1,G689843140829,0
26,M3023559999,D00000020,2022/1/1 12:19,2022/1/1 0:00,S,oxboa-vzv7z-5eti3-04a36-tgc59,BJS,SYX,2022/1/1 14:35,CA1345,2022/1/1,CA1345_2022-01-01,112,0.0909,2022-01-01 08:43:00,12960,1,G138413527154,0
27,M4425603552,D00000038,2022/1/1 20:39,2022/1/1 0:00,S,yjgpx-sc59v-yaiag-ts4fj-3s6ph,BJS,SYX,2022/1/1 14:35,CA1345,2022/1/1,CA1345_2022-01-01,81,0.0909,2022-01-01 13:49:00,24600,1,G625569118897,0
28,M2632122137,D00000088,2022/1/3 9:20,2022/1/3 0:00,S,ug090-0gitk-k2zlx-gr5y3-6n360,BJS,SYX,2022/1/1 14:35,CA1345,2022/1/1,CA1345_2022-01-01,121,0.0909,2022-01-03 06:05:00,11700,1,G342402535854,1
29,M4776057577,D00000050,2022/1/2 10:59,2022/1/2 0:00,S,33kt1-ajzdx-d13jp-hprpf-76vui,BJS,SYX,2022/1/1 14:35,CA1345,2022/1/1,CA1345_2022-01-01,97,0.0909,2022-01-02 05:07:00,21120,1,G020470022148,0
30,M4790653723,D00000019,2022/1/1 11:19,2022/1/1 0:00,S,osp7a-cvgri-3lrjh-lx1gc-56hkz,BJS,SYX,2022/1/1 14:35,CA1345,2022/1/1,CA1345_2022-01-01,98,0.0909,2022-01-01 04:34:00,24300,1,G192056974854,0
31,M4127113151,D00000073,2022/1/2 17:07,2022/1/2 0:00,S,qmnxb-8rwuu-aushv-sfloh-jzhq1,BJS,SYX,2022/1/1 14:35,CA1345,2022/1/1,CA1345_2022-01-01,87,0.0909,2022-01-02 09:40:00,26820,1,G364454381506,0
32,M2494321807,D00000077,2022/1/2 18:58,2022/1/2 0:00,S,okls1-xqpsc-kbpq3-3vow1-v0qdx,BJS,SYX,2022/1/1 14:35,CA1345,2022/1/1,CA1345_2022-01-01,101,0.0909,2022-01-02 13:02:00,21360,1,G945018440165,0
33,M404672040,D00000108,2022/1/3 15:01,2022/1/3 0:00,S,6buj3-vmikx-26ft2-gyhcg-tfowe,BJS,SYX,2022/1/1 14:35,CA1345,2022/1/1,CA1345_2022-01-01,112,0.0909,2022-01-03 09:53:00,18480,1,G850775469877,0
34,M132736938,D00000086,2022/1/3 8:05,2022/1/3 0:00,S,09tu1-b4j8d-mbca7-f6vy9-ozlpx,BJS,SYX,2022/1/1 14:35,CA1345,2022/1/1,CA1345_2022-01-01,78,0.0909,2022-01-03 02:43:00,19320,1,G833946267251,0
35,M349489075,D00000133,2022/1/4 10:23,2022/1/4 0:00,S,5jiu2-zlda5-g1kez-gu6g5-0qh0t,BJS,SYX,2022/1/1 14:35,CA1345,2022/1/1,CA1345_2022-01-01,106,0.0909,2022-01-04 02:55:00,26880,1,G089975066053,0
36,M3971845467,D00000123,2022/1/3 21:22,2022/1/3 0:00,S,deanb-6p9wa-8of0j-olawh-83a5u,BJS,SYX,2022/1/1 14:35,CA1345,2022/1/1,CA1345_2022-01-01,147,0.0909,2022-01-03 16:20:00,18120,1,G149459905882,0
37,M584295465,D00000138,2022/1/4 10:58,2022/1/4 0:00,S,g7mp0-ek217-ykvmw-hxb5h-tmt9s,BJS,SYX,2022/1/1 14:35,CA1345,2022/1/1,CA1345_2022-01-01,101,0.0909,2022-01-14 08:22:00,25260,2,G510431006646,0
38,M599376316,D00000155,2022/1/4 15:36,2022/1/4 0:00,S,jipiw-43fxk-80z8c-0bjmg-l8dwu,BJS,SYX,2022/1/1 14:35,CA1345,2022/1/1,CA1345_2022-01-01,73,0.0909,2022-01-04 11:24:00,15120,1,G442067592775,0
39,M03580415,D00000124,2022/1/3 21:43,2022/1/3 0:00,S,zdeg0-b9cmm-au31n-kb871-yircq,BJS,SYX,2022/1/1 14:35,CA1345,2022/1/1,CA1345_2022-01-01,104,0.0909,2022-01-03 17:22:00,15660,1,G899515693955,0
40,M162285938,D00000110,2022/1/3 16:13,2022/1/3 0:00,S,a09gc-6brxp-1jasf-70a79-nk8gr,BJS,SYX,2022/1/1 14:35,CA1345,2022/1/1,CA1345_2022-01-01,77,0.0909,2022-01-03 10:11:00,21720,1,G515332487149,0
41,M4184930335,D00000122,2022/1/3 21:12,2022/1/3 0:00,R,cn2zn-p543q-295y8-fe3tg-9kcrq,BJS,SYX,2022/1/1 14:35,CA1345,2022/1/1,CA1345_2022-01-01,69,0.0909,2022-01-03 13:24:00,28080,1,G741856236228,0
42,M4957332404,D00000119,2022/1/3 19:25,2022/1/3 0:00,S,p7cj4-5esfa-45og0-gijjx-5e34x,BJS,SYX,2022/1/1 14:35,CA1345,2022/1/1,CA1345_2022-01-01,107,0.0909,2022-01-03 13:53:00,19920,1,G310726143802,0
43,M4329888781,D00000156,2022/1/4 15:41,2022/1/4 0:00,S,skfnw-kr5rx-esa4p-zi7mv-am4mn,BJS,SYX,2022/1/1 14:35,CA1345,2022/1/1,CA1345_2022-01-01,109,0.0909,2022-01-04 09:04:00,23820,1,G240578820895,0
44,M3402635295,D00000116,2022/1/3 18:29,2022/1/3 0:00,S,po3un-6p45z-tlmx1-rndfr-c9kva,BJS,SYX,2022/1/1 14:35,CA1345,2022/1/1,CA1345_2022-01-01,108,0.0909,2022-01-03 12:26:00,21780,1,G897883923572,0
45,M155168461,D00000145,2022/1/4 13:06,2022/1/4 0:00,S,926pn-rx0fz-b0u5k-wflnf-ih8q8,BJS,SYX,2022/1/1 14:35,CA1345,2022/1/1,CA1345_2022-01-01,80,0.0909,2022-01-04 06:50:00,22560,1,G805643475476,0
46,M154973544,D00000069,2022/1/2 15:44,2022/1/2 0:00,S,mvcj7-rb6ey-u7xi7-27bb3-r0qpr,BJS,SYX,2022/1/1 14:35,CA1345,2022/1/1,CA1345_2022-01-01,147,0.0909,2022-01-02 09:07:00,23820,1,G382556600539,0
47,M2265365922,D00000170,2022/1/4 21:19,2022/1/4 0:00,S,pngpy-kde42-jpyir-w8o0t-5pwsg,BJS,SYX,2022/1/1 14:35,CA1345,2022/1/1,CA1345_2022-01-01,93,0.0909,2022-01-04 13:24:00,28500,1,G395417334814,0
48,M3610321628,D00000084,2022/1/2 22:26,2022/1/2 0:00,S,y18h3-8kdc7-21vgk-fnnma-xhjfs,BJS,SYX,2022/1/1 14:35,CA1345,2022/1/1,CA1345_2022-01-01,94,0.0909,2022-01-02 15:10:00,26160,1,G643042859446,0
49,M3010703303,D00000106,2022/1/3 14:49,2022/1/3 0:00,S,o2pmb-f9el6-sq7ko-5xrer-pgrxc,BJS,SYX,2022/1/1 14:35,CA1345,2022/1/1,CA1345_2022-01-01,59,0.0909,2022-01-03 07:32:00,26220,1,G186225206535,0
50,M3005179365,D00000174,2022/1/4 23:23,2022/1/4 0:00,S,zg5o3-86twv-yzbor-214ql-47rn9,BJS,SYX,2022/1/1 14:35,CA1345,2022/1/1,CA1345_2022-01-01,116,0.0909,2022-01-04 18:03:00,19200,1,G423941252491,0
51,M100712952,D00000121,2022/1/3 20:52,2022/1/3 0:00,S,q6e9i-jutps-ano5t-k01ai-7k2uz,BJS,SYX,2022/1/1 14:35,CA1345,2022/1/1,CA1345_2022-01-01,147,0.0909,2022-01-03 15:22:00,19800,1,G377808371014,0
52,M4401028586,D00000107,2022/1/3 14:58,2022/1/3 0:00,S,9lxv3-no56s-9un7t-9yypv-2cwcj,BJS,SYX,2022/1/1 14:35,CA1345,2022/1/1,CA1345_2022-01-01,74,0.0909,2022-01-03 09:32:00,19560,1,G647905277243,0
53,M3306383177,D00000160,2022/1/4 17:10,2022/1/4 0:00,R,49zgq-892vr-yc5x3-vt24j-s1h6z,BJS,SYX,2022/1/1 14:35,CA1345,2022/1/1,CA1345_2022-01-01,119,0.0909,2022-01-04 11:10:00,21600,1,G211203579566,0
54,M340983966,D00000173,2022/1/4 22:29,2022/1/4 0:00,S,75nnx-ls9av-czi61-ti4r1-we8fl,BJS,SYX,2022/1/1 14:35,CA1345,2022/1/1,CA1345_2022-01-01,95,0.0909,2022-01-04 15:07:00,26520,1,G028225285169,0
55,M290664901,D00000196,2022/1/5 15:51,2022/1/5 0:00,R,fiq3p-tjfky-wk2ra-nbhjp-w6z09,BJS,SYX,2022/1/1 14:35,CA1345,2022/1/1,CA1345_2022-01-01,93,0.0909,2022-01-05 09:50:00,21660,1,G802922627326,0
56,M499860808,D00000130,2022/1/4 9:20,2022/1/4 0:00,S,xqu01-oj7h9-3m95t-e5o9t-itzif,BJS,SYX,2022/1/1 14:35,CA1345,2022/1/1,CA1345_2022-01-01,65,0.0909,2022-01-04 04:59:00,15660,1,G646339879535,0
57,M2399306142,D00000039,2022/1/1 21:05,2022/1/1 0:00,S,pu2vm-pbop8-o97p7-mzue7-iji8e,BJS,SYX,2022/1/1 14:35,CA1345,2022/1/1,CA1345_2022-01-01,108,0.0909,2022-01-01 13:44:00,26460,1,G333949800320,0
58,M4684723321,D00000115,2022/1/3 18:25,2022/1/3 0:00,S,ug090-0gitk-k2zlx-gr5y3-6n360,BJS,SYX,2022/1/1 14:35,CA1345,2022/1/1,CA1345_2022-01-01,91,0.0909,2022-01-03 12:31:00,21240,1,G794310252196,1
59,M125128061,D00000158,2022/1/4 16:01,2022/1/4 0:00,S,lshb4-blf3h-gt08t-g3oyx-evxo2,BJS,SYX,2022/1/1 14:35,CA1345,2022/1/1,CA1345_2022-01-01,69,0.0909,2022-01-04 09:48:00,22380,1,G689218131874,1
60,M4440360732,D00000179,2022/1/5 9:17,2022/1/5 0:00,S,7kvpk-7hfv2-ltuwh-4kcgf-d9z69,BJS,SYX,2022/1/1 14:35,CA1345,2022/1/1,CA1345_2022-01-01,114,0.0909,2022-01-05 03:01:00,22560,1,G528342579518,0
61,M2236019226,D00000168,2022/1/4 20:39,2022/1/4 0:00,S,t4ktg-v0v38-fvejg-vg3vw-xbvu7,BJS,SYX,2022/1/1 14:35,CA1345,2022/1/1,CA1345_2022-01-01,110,0.0909,2022-01-04 15:25:00,18840,1,G528652764937,0
62,M2466183983,D00000189,2022/1/5 12:55,2022/1/5 0:00,S,w9old-gepfe-siial-6txhq-wxt1a,BJS,SYX,2022/1/1 14:35,CA1345,2022/1/1,CA1345_2022-01-01,114,0.0909,2022-01-05 06:19:00,23760,1,G569945864301,0
63,M4040791417,D00000175,2022/1/4 23:58,2022/1/4 0:00,S,lg1y6-39q1k-vq1sw-wcxfv-t4g60,BJS,SYX,2022/1/1 14:35,CA1345,2022/1/1,CA1345_2022-01-01,72,0.0909,2022-01-04 17:08:00,24600,1,G636174953881,0
64,M362528962,D00000135,2022/1/4 10:44,2022/1/4 0:00,S,w4ayd-j7qzn-dadtc-83roc-mdx4o,BJS,SYX,2022/1/1 14:35,CA1345,2022/1/1,CA1345_2022-01-01,108,0.0909,2022-01-04 04:16:00,23280,1,G492555868069,0
65,M6879509586,D000002000,2022/1/4 10:44,2022/1/4 0:00,S,sx1ui-0ofq9-n18sy-v9yde-d6ek8,BJS,SYX,2022/1/1 14:35,CA1345,2022/1/1,CA1345_2022-01-01,96,0.0909,2022-01-04 04:40:00,21840,1,G196607147372,0
66,M3181774645,D00000165,2022/1/4 19:27,2022/1/4 0:00,S,kyxfi-keruh-xw144-f7ce4-uqlfo,WUX,ZHA,2022/1/6 14:00,HO5894,2022/1/6,HO5894_2022-01-06,42,0.2148,2022-01-04 12:11:00,26160,1,G909789651812,0
67,M4452047003,D00000131,2022/1/4 9:25,2022/1/4 0:00,S,xaax0-1ypvv-2bq9d-yg1g4-wbkkz,WUX,ZHA,2022/1/6 14:00,HO5894,2022/1/6,HO5894_2022-01-06,120,0.2148,2022-01-04 03:11:00,22440,1,G495944980807,0
68,M2546463044,D00000132,2022/1/4 10:10,2022/1/4 0:00,S,bni9c-kq0i4-ohb32-os6qm-9orcq,WUX,ZHA,2022/1/6 14:00,HO5894,2022/1/6,HO5894_2022-01-06,68,0.2148,2022-01-04 01:39:00,30660,1,G271045711897,0
69,M4984419240,D00000167,2022/1/4 20:00,2022/1/4 0:00,R,9jap6-dgy27-mha12-mnvmg-kafbp,WUX,ZHA,2022/1/6 14:00,HO5894,2022/1/6,HO5894_2022-01-06,83,0.2148,2022-01-04 12:53:00,25620,1,G796903797707,0
70,M3545770614,D00000042,2022/1/1 23:24,2022/1/1 0:00,S,j2dog-2y7ch-wi04u-94i6x-wjy0b,WUX,ZHA,2022/1/6 14:00,HO5894,2022/1/6,HO5894_2022-01-06,60,0.2148,2022-01-01 17:48:00,20160,1,G279148427587,0
71,M2782795478,D00000143,2022/1/4 11:59,2022/1/4 0:00,S,xog7m-2p93p-u84l1-bwcfo-aol2a,WUX,ZHA,2022/1/6 14:00,HO5894,2022/1/6,HO5894_2022-01-06,101,0.2148,2022-01-04 05:04:00,24900,1,G136018545672,0
72,M2715458927,D00000227,2022/1/6 8:56,2022/1/6 0:00,S,lzdgm-llplm-fgvld-z90ey-3lhjl,WUX,ZHA,2022/1/6 14:00,HO5894,2022/1/6,HO5894_2022-01-06,133,0.2148,2022-01-06 03:01:00,21300,1,G424101304199,0
73,M4429565768,D00000182,2022/1/5 10:22,2022/1/5 0:00,S,keh3l-zizn4-ikyv4-zyw4y-pt561,WUX,ZHA,2022/1/6 14:00,HO5894,2022/1/6,HO5894_2022-01-06,93,0.2148,2022-01-05 04:49:00,19980,1,G421064451378,0
74,M3166406215,D00000079,2022/1/2 19:55,2022/1/2 0:00,S,1uip6-omh6l-o6xba-yvtbe-zbm8u,WUX,ZHA,2022/1/6 14:00,HO5894,2022/1/6,HO5894_2022-01-06,65,0.2148,2022-01-02 16:18:00,13020,1,G627722911654,0
75,M2222923339,D00000147,2022/1/4 13:37,2022/1/4 0:00,S,7ej38-piyll-rrdf6-a7n0z-a89b2,WUX,ZHA,2022/1/6 14:00,HO5894,2022/1/6,HO5894_2022-01-06,81,0.2148,2022-01-04 07:51:00,20760,1,G536744691249,0
76,M2510615247,D00000076,2022/1/2 18:05,2022/1/2 0:00,S,49mzh-m6vas-x8p3p-3e3a0-mxyx6,WUX,ZHA,2022/1/6 14:00,HO5894,2022/1/6,HO5894_2022-01-06,83,0.2148,2022-01-02 14:17:00,13680,1,G140230737481,0
77,M4196475398,D00000032,2022/1/1 18:41,2022/1/1 0:00,S,2q0i4-dn51q-oe8m9-e31si-ldl0z,WUX,ZHA,2022/1/6 14:00,HO5894,2022/1/6,HO5894_2022-01-06,108,0.2148,2022-01-01 13:37:00,18240,1,G437286925130,0
78,M2341717823,D00000176,2022/1/5 8:04,2022/1/5 0:00,R,fx022-z13qq-nehnl-pgol6-dz2mv,WUX,ZHA,2022/1/6 14:00,HO5894,2022/1/6,HO5894_2022-01-06,65,0.2148,2022-01-05 02:51:00,18780,1,G324238704348,0
79,M4310817791,D00000149,2022/1/4 14:27,2022/1/4 0:00,R,d2ycq-db086-8rv8o-ojxwf-mt16h,WUX,ZHA,2022/1/6 14:00,HO5894,2022/1/6,HO5894_2022-01-06,90,0.2148,2022-01-04 08:57:00,19800,1,G689289877043,0
80,M244390572,D00000207,2022/1/5 17:32,2022/1/5 0:00,S,72e48-9kk0l-uhpon-zv3cw-3h44h,WUX,ZHA,2022/1/6 14:00,HO5894,2022/1/6,HO5894_2022-01-06,74,0.2148,2022-01-05 12:08:00,19440,1,G994907375510,0
81,M65608115,D00000099,2022/1/3 11:54,2022/1/3 0:00,S,ehybr-qe4i4-0g67x-1v9zm-79d1o,WUX,ZHA,2022/1/6 14:00,HO5894,2022/1/6,HO5894_2022-01-06,82,0.2148,2022-01-03 04:18:00,27360,1,G856465633472,0
82,M441106397,D00000246,2022/1/6 17:00,2022/1/6 0:00,S,cehvy-uc21s-xnh2q-yjwn8-0ma1a,WUX,ZHA,2022/1/6 14:00,HO5894,2022/1/6,HO5894_2022-01-06,139,0.2148,2022-01-06 08:18:00,31320,1,G310292269035,0
83,M4412239551,D00000045,2022/1/2 9:45,2022/1/2 0:00,S,dt3yu-lhgmj-cll9e-3fmo0-tq2jh,WUX,ZHA,2022/1/6 14:00,HO5894,2022/1/6,HO5894_2022-01-06,79,0.2148,2022-01-02 02:12:00,27180,1,G896292949328,0
84,M238366427,D00000194,2022/1/5 15:37,2022/1/5 0:00,S,skyxl-5gwal-1yl0k-puama-46f21,WUX,ZHA,2022/1/6 14:00,HO5894,2022/1/6,HO5894_2022-01-06,93,0.2148,2022-01-05 08:55:00,24120,1,G390662904119,0
85,M2505263505,D00000181,2022/1/5 10:10,2022/1/5 0:00,R,3coxa-xa8a8-d1tp7-p3j5m-x3jqe,WUX,ZHA,2022/1/6 14:00,HO5894,2022/1/6,HO5894_2022-01-06,112,0.2148,2022-01-05 05:15:00,17700,1,G794738804413,0
86,M2752861998,D00000164,2022/1/4 19:02,2022/1/4 0:00,S,hugp9-07954-jpn9r-8dn08-wtspt,WUX,ZHA,2022/1/6 14:00,HO5894,2022/1/6,HO5894_2022-01-06,139,0.2148,2022-01-04 15:05:00,14220,1,G031243821738,0
87,M57012870,D00000035,2022/1/1 20:15,2022/1/1 0:00,R,hu4el-adn94-xzstk-qg0pf-ecoig,WUX,ZHA,2022/1/6 14:00,HO5894,2022/1/6,HO5894_2022-01-06,73,0.2148,2022-01-01 13:44:00,23460,1,G214195617925,0
88,M138081634,D00000215,2022/1/5 19:29,2022/1/5 0:00,S,lqai3-svxzp-lrlk2-j7mhx-auck7,WUX,ZHA,2022/1/6 14:00,HO5894,2022/1/6,HO5894_2022-01-06,59,0.2148,2022-01-05 17:17:00,7920,1,G837957838158,0
89,M353997544,D00000082,2022/1/2 21:34,2022/1/2 0:00,S,whf7d-7tgm8-036ho-mdwfs-c5sqn,WUX,ZHA,2022/1/6 14:00,HO5894,2022/1/6,HO5894_2022-01-06,96,0.2148,2022-01-02 14:07:00,26820,1,G792973267878,0
90,M3169577837,D00000218,2022/1/5 20:22,2022/1/5 0:00,S,85nxq-wxe9g-e4dgv-osxz1-auwem,WUX,ZHA,2022/1/6 14:00,HO5894,2022/1/6,HO5894_2022-01-06,147,0.2148,2022-01-05 13:24:00,25080,1,G581711750982,0
91,M385040082,D00000185,2022/1/5 11:33,2022/1/5 0:00,S,tjq17-cmz7k-khusq-6e7kp-dpx2d,WUX,ZHA,2022/1/6 14:00,HO5894,2022/1/6,HO5894_2022-01-06,123,0.2148,2022-01-05 03:30:00,28980,1,G754991668139,0
92,M3051198997,D00000163,2022/1/4 18:52,2022/1/4 0:00,S,38rvm-onijp-ydro4-tclgr-5bqoy,WUX,ZHA,2022/1/6 14:00,HO5894,2022/1/6,HO5894_2022-01-06,106,0.2148,2022-01-04 14:05:00,17220,1,G573853688064,0
93,M2959918416,D00000266,2022/1/7 7:27,2022/1/7 0:00,S,e2sol-ql8ba-l8en5-yqmum-83r9p,WUX,ZHA,2022/1/6 14:00,HO5894,2022/1/6,HO5894_2022-01-06,123,0.2148,2022-01-07 01:39:00,20880,1,G300294456829,0
94,M604586657,D00000230,2022/1/6 11:13,2022/1/6 0:00,S,yhn2n-tyzpv-fusey-kw38t-4sfdv,WUX,ZHA,2022/1/6 14:00,HO5894,2022/1/6,HO5894_2022-01-06,63,0.2148,2022-01-06 06:40:00,16380,1,G377406,1
95,M610078485,D00000217,2022/1/5 20:03,2022/1/5 0:00,S,lvhto-vm2u7-q72z7-fltuy-6g6pc,WUX,ZHA,2022/1/6 14:00,HO5894,2022/1/6,HO5894_2022-01-06,83,0.2148,2022-01-05 13:39:00,23040,1,G782145459994,0
96,M3050759965,D00000251,2022/1/6 18:40,2022/1/6 0:00,S,z5i8x-tlh0z-qya1d-6ydbk-nh850,WUX,ZHA,2022/1/6 14:00,HO5894,2022/1/6,HO5894_2022-01-06,42,0.2148,2022-01-06 14:19:00,15660,1,G782033643035,0
97,M2649975612,D00000284,2022/1/7 15:29,2022/1/7 0:00,S,cs8cq-arv4n-mc1qc-mktdw-adypj,WUX,ZHA,2022/1/6 14:00,HO5894,2022/1/6,HO5894_2022-01-06,79,0.2148,2022-01-07 09:13:00,22560,1,G648717734593,0
98,M229090945,D00000291,2022/1/7 17:57,2022/1/7 0:00,S,zo0d5-gk0zc-psm8q-daoq1-4zgb2,WUX,ZHA,2022/1/6 14:00,HO5894,2022/1/6,HO5894_2022-01-06,139,0.2148,2022-01-07 10:59:00,25080,1,G407039700807,0
